,Sink,Source,Time Class,Time Delta,Transmission Type,Weight,Host1,Isolation Date1,State1,Subtype1,Host2,Isolation Date2,State2,Subtype2
103,A/American green-winged teal/Interior Alaska/10BM04207R0/2010,A/mallard/Interior Alaska/10BM11497R0/2010,Direct Transmission,-30,Inter-Species,7.9934020000000015,IRD:Mallard/Avian,2010-08-12,Interior Alaska,H3N6,IRD:Green-winged Teal/Avian,2010-07-13,Interior Alaska,H3N6
104,A/American green-winged teal/Interior Alaska/10BM05165R0/2010,A/northern shoveler/Interior Alaska/10BM05408R0/2010,Direct Transmission,-3,Inter-Species,7.995918,IRD:Northern Shoveler/Avian,2010-07-25,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2010-07-22,Interior Alaska,H4N6
105,A/American green-winged teal/Interior Alaska/10BM05376R0/2010,A/northern pintail/Interior Alaska/10BM10298R0/2010,Direct Transmission,-15,Inter-Species,7.993365,IRD:Northern Pintail/Avian,2010-08-09,Interior Alaska,H3N8,IRD:Green-Winged Teal/Avian,2010-07-25,Interior Alaska,H3N8
106,A/American green-winged teal/Interior Alaska/10BM06728R0/2010,A/mallard/Interior Alaska/10BM04623R0/2010,Direct Transmission,12,Inter-Species,7.9887520000000025,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2010-07-30,Interior Alaska,H4N6
107,A/American green-winged teal/Interior Alaska/10BM07000R0/2010,A/American green-winged teal/Interior Alaska/10BM07863R0/2010,Direct Transmission,-3,Inter-Species,7.999414999999999,IRD:Green-winged Teal/Avian,2010-08-03,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2010-07-31,Interior Alaska,H4N6
108,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,A/mallard/Interior Alaska/10BM06447R0/2010,Direct Transmission,3,Inter-Species,7.957495,IRD:Mallard/Avian,2010-07-30,Interior Alaska,(H3),IRD:Green-winged Teal/Avian,2010-08-02,Interior Alaska,H3N8
109,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,-12,Inter-Species,7.994606,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-02,Interior Alaska,H3N8
110,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,A/mallard/Interior Alaska/10BM12370R0/2010,Direct Transmission,-12,Inter-Species,7.994606,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-02,Interior Alaska,H3N8
111,A/American green-winged teal/Interior Alaska/10BM07649R0/2010,A/mallard/Interior Alaska/10BM12374R0/2010,Direct Transmission,-12,Inter-Species,7.994606,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-02,Interior Alaska,H3N8
112,A/American green-winged teal/Interior Alaska/10BM07863R0/2010,A/American green-winged teal/Interior Alaska/10BM07000R0/2010,Direct Transmission,3,Inter-Species,7.999414999999999,IRD:Green-Winged Teal/Avian,2010-07-31,Interior Alaska,H4N6,IRD:Green-winged Teal/Avian,2010-08-03,Interior Alaska,H4N6
113,A/American green-winged teal/Interior Alaska/10BM07917R0/2010,A/northern shoveler/Interior Alaska/10BM05638R0/2010,Direct Transmission,8,Inter-Species,7.898867,IRD:Northern Shoveler/Avian,2010-07-26,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-03,Interior Alaska,H3N8
114,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,A/mallard/Interior Alaska/10BM12350R0/2010,Direct Transmission,-10,Inter-Species,7.995531,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
115,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,A/mallard/Interior Alaska/10BM12370R0/2010,Direct Transmission,-10,Inter-Species,7.995531,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
116,A/American green-winged teal/Interior Alaska/10BM08134R0/2010,A/mallard/Interior Alaska/10BM12374R0/2010,Direct Transmission,-10,Inter-Species,7.995531,IRD:Mallard/Avian,2010-08-14,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
117,A/American green-winged teal/Interior Alaska/10BM08222R0/2010,A/mallard/Interior Alaska/10BM06447R0/2010,Direct Transmission,5,Inter-Species,7.595989000000001,IRD:Mallard/Avian,2010-07-30,Interior Alaska,(H3),IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
118,A/American green-winged teal/Interior Alaska/10BM08226R0/2010,A/mallard/Interior Alaska/10BM04623R0/2010,Environmental Persistence,17,Inter-Species,7.983749,IRD:Mallard/Avian,2010-07-18,Interior Alaska,H4N6,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H4N6
119,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,A/northern pintail/Interior Alaska/10BM09101R0/2010,Direct Transmission,-1,Inter-Species,7.9944919999999975,IRD:Northern Pintail/Avian,2010-08-05,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
120,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,A/northern pintail/Interior Alaska/10BM09102R0/2010,Direct Transmission,-1,Inter-Species,7.9944919999999975,IRD:Northern Pintail/Avian,2010-08-05,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
121,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,-1,Inter-Species,7.9944919999999975,IRD:Northern Pintail/Avian,2010-08-05,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
122,A/American green-winged teal/Interior Alaska/10BM08422R0/2010,A/northern pintail/Interior Alaska/10BM07597R0/2010,Direct Transmission,2,Inter-Species,7.997478,IRD:Northern Pintail/Avian,2010-08-02,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2010-08-04,Interior Alaska,H3N8
123,A/American green-winged teal/Interior Alaska/9BM12356R0/2009,A/northern shoveler/Interior Alaska/9BM12332R0/2009,Direct Transmission,0,Inter-Species,7.9937380000000005,IRD:Northern Shoveler/Avian,2009-09-02,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2009-09-02,Interior Alaska,H3N8
124,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3016R0/2009,Direct Transmission,6,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-17,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
125,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3076R0/2009,Direct Transmission,5,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
126,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3078R0/2009,Direct Transmission,5,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-18,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
127,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3357R0/2009,Direct Transmission,2,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
128,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3361R0/2009,Direct Transmission,2,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-21,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
129,A/American green-winged teal/Interior Alaska/9BM3595R1/2009,A/mallard/Interior Alaska/9BM3379R0/2009,Direct Transmission,1,Inter-Species,8.0,IRD:Mallard/Avian,2009-07-22,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-23,Interior Alaska,H10N7
130,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,A/mallard/Interior Alaska/9BM9201R0/2009,Direct Transmission,-16,Inter-Species,7.998849000000001,IRD:Mallard/Avian,2009-08-12,Interior Alaska,H10N7,IRD:Green-Winged Teal/Avian,2009-07-27,Interior Alaska,H10N7
131,A/American green-winged teal/Interior Alaska/9BM5041R0/2009,A/northern pintail/Interior Alaska/9BM7620R0/2009,Direct Transmission,-10,Inter-Species,7.995724000000001,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2009-07-29,Interior Alaska,H4N6
132,A/American green-winged teal/Interior Alaska/9BM5045R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,-6,Inter-Species,7.996025,IRD:Northern Pintail/Avian,2009-08-04,Interior Alaska,H8N4,IRD:Green-Winged Teal/Avian,2009-07-29,Interior Alaska,H8N4
133,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,A/mallard/Interior Alaska/9BM12204R0/2009,Direct Transmission,-22,Inter-Species,7.9929960000000015,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2009-07-30,Interior Alaska,H4N6
134,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,A/northern pintail/Interior Alaska/9BM12186R0/2009,Direct Transmission,-22,Inter-Species,7.9929960000000015,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2009-07-30,Interior Alaska,H4N6
135,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,-22,Inter-Species,7.9929960000000015,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Green-Winged Teal/Avian,2009-07-30,Interior Alaska,H4N6
136,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
137,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
138,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
139,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
140,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
141,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
142,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
143,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
144,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5,Inter-Species,8.0,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
145,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,Direct Transmission,1,Inter-Species,7.996753,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Green-winged Teal/Avian,2009-08-03,Interior Alaska,H4N6
146,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,A/northern pintail/Interior Alaska/9BM6095R0/2009,Direct Transmission,1,Inter-Species,7.996753,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Green-winged Teal/Avian,2009-08-03,Interior Alaska,H4N6
147,A/American green-winged teal/Interior Alaska/9BM6410R0/2009,A/northern pintail/Interior Alaska/9BM7836R0/2009,Direct Transmission,-5,Inter-Species,7.987932999999999,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H3N8,IRD:Green-winged Teal/Avian,2009-08-03,Interior Alaska,H3N8
148,A/American green-winged teal/Interior Alaska/9BM6428R0/2009,A/northern pintail/Interior Alaska/9BM6205R0/2009,Direct Transmission,1,Inter-Species,7.998917,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7
149,A/American green-winged teal/Interior Alaska/9BM7190R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,Direct Transmission,8,Inter-Species,7.999112999999999,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:American Green-winged Teal/Avian,2009-08-06,Interior Alaska,H10N7
150,A/American green-winged teal/Interior Alaska/9BM8129R0/2009,A/northern pintail/Interior Alaska/9BM7972R0/2009,Direct Transmission,0,Inter-Species,7.997256,IRD:Northern Pintail/Avian,2009-08-09,Interior Alaska,H4N6,IRD:Green-winged Teal/Avian,2009-08-09,Interior Alaska,H4N6
151,A/American green-winged teal/Minnesota/AI09-3589/2009,A/greater white-fronted goose/California/3778/2010,Direct Transmission,-449,Inter-Species,7.699812,IRD:Greater White-Fronted Goose/Avian,2010-12-05,California,(H6),IRD:Green-winged Teal/Avian,2009-09-12,Minnesota,H6N1
152,A/American green-winged teal/Mississippi/285/2010,A/mallard/Mississippi/390/2010,Direct Transmission,-3,Inter-Species,7.979019,IRD:Mallard/Avian,2010-01-17,Mississippi,H3N8,IRD:Green-Winged Teal/Avian,2010-01-14,Mississippi,H3N8
153,A/American green-winged teal/Wisconsin/2690/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Environmental Persistence,75,Inter-Species,7.659526,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Green-Winged Teal/Avian,2009-10-20,Wisconsin,H3N8
154,A/American wigeon/California/2423/2010,A/mallard/California/2529/2010,Direct Transmission,0,Inter-Species,7.9969709999999985,IRD:Mallard/Avian,2010-10-23,California,H6N1,IRD:American Wigeon/Avian,2010-10-23,California,H6N1
155,A/American wigeon/California/2997/2010,A/mallard/California/6695/2009,Environmental Persistence,388,Inter-Species,7.965431,IRD:Mallard/Avian,2009-10-25,California,H6N1,IRD:American Wigeon/Avian,2010-11-17,California,H6N1
156,A/American wigeon/Interior Alaska/9BM2501R1/2009,A/American green-winged teal/Wisconsin/2690/2009,Direct Transmission,-101,Inter-Species,7.63922,IRD:Green-Winged Teal/Avian,2009-10-20,Wisconsin,H3N8,IRD:American Wigeon/Avian,2009-07-11,Interior Alaska,H3N8
157,A/American wigeon/Missouri/10OS4752/2010,A/mallard/Ohio/10OS1354/2010,Environmental Persistence,128,Inter-Species,8.0,IRD:Mallard/Avian,2010-08-06,Ohio,H6N1,IRD:American Wigeon/Avian,2010-12-12,Missouri,H6N1
158,A/Canada goose/Delaware Bay/34/2010,A/shorebird/Delaware Bay/380/2010,Direct Transmission,-1,Inter-Species,7.997286,IRD:Shorebird/Avian,2010-05-20,Delaware Bay,H6N1,IRD:Canada Goose/Avian,2010-05-19,Delaware Bay,H6N1
159,A/black scoter/New Brunswick/00002/2009,A/northern pintail/New Brunswick/03547/2009,Direct Transmission,-132,Inter-Species,7.999425,IRD:Northern Pintail/Avian,2009-09-11,New Brunswick,H3N8,IRD:Black Scoter/Avian,2009-05-02,New Brunswick,H3N8
160,A/black scoter/New Brunswick/00010/2009,A/black scoter/New Brunswick/00014/2009,Direct Transmission,0,Intra-Species,7.998981,IRD:Black Scoter/Avian,2009-05-02,New Brunswick,H7N6,IRD:Black Scoter/Avian,2009-05-02,New Brunswick,H7N6
161,A/black scoter/New Brunswick/00014/2009,A/black scoter/New Brunswick/00010/2009,Direct Transmission,0,Intra-Species,7.998981,IRD:Black Scoter/Avian,2009-05-02,New Brunswick,H7N6,IRD:Black Scoter/Avian,2009-05-02,New Brunswick,H7N6
162,A/blue-winged Teal/Minnesota/AI09-2977/2009,A/blue-winged teal/Texas/AI09-4463/2009,Direct Transmission,-14,Inter-Species,7.912066,IRD:Blue-Winged Teal/Avian,2009-09-20,Texas,H4N8,IRD:Teal/Avian,2009-09-06,Minnesota,H4N8
163,A/blue-winged Teal/Minnesota/AI09-3786/2009,A/mallard/Michigan/10OS1491/2010,Direct Transmission,-348,Inter-Species,7.716653000000001,IRD:Mallard/Avian,2010-08-20,Michigan,H4N6,IRD:Blue-Winged Teal/Avian,2009-09-06,Minnesota,H4N6
164,A/blue-winged Teal/North Dakota/AI09-2912/2009,A/American green-winged teal/Minnesota/AI09-3589/2009,Direct Transmission,-10,Inter-Species,7.6764100000000015,IRD:Green-winged Teal/Avian,2009-09-12,Minnesota,H6N1,IRD:Blue-Winged Teal/Avian,2009-09-02,North Dakota,H6N1
165,A/blue-winged Teal/North Dakota/AI09-3131/2009,A/blue-winged teal/Louisiana/AI09-4180/2009,Direct Transmission,-2,Inter-Species,7.863325,IRD:Teal/Avian,2009-09-05,Louisiana,H4N6,IRD:Blue-Winged Teal/Avian,2009-09-03,North Dakota,H4N6
166,A/blue-winged teal/Guatemala/CIP049-03/2009,A/blue-winged teal/Guatemala/CIP049-10/2009,Direct Transmission,0,Intra-Species,7.9937380000000005,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2
167,A/blue-winged teal/Guatemala/CIP049-05/2010,A/American black duck/New Brunswick/00424/2010,Direct Transmission,-191,Inter-Species,7.619001999999999,IRD:American Black Duck/Avian,2010-08-10,New Brunswick,H3N8,IRD:Blue-Winged Teal/Avian,2010-01-31,Guatemala,H3N8
168,A/blue-winged teal/Guatemala/CIP049-06/2010,A/blue-winged teal/Guatemala/CIP049-14/2010,Direct Transmission,0,Intra-Species,7.992628999999999,IRD:Blue-Winged Teal/Avian,2010-01-31,Guatemala,H8N4,IRD:Blue-Winged Teal/Avian,2010-01-31,Guatemala,H8N4
169,A/blue-winged teal/Guatemala/CIP049-10/2009,A/blue-winged teal/Guatemala/CIP049-11/2009,Direct Transmission,0,Intra-Species,7.994198,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2
170,A/blue-winged teal/Guatemala/CIP049-11/2009,A/blue-winged teal/Guatemala/CIP049-10/2009,Direct Transmission,0,Intra-Species,7.994198,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2,IRD:Blue-Winged Teal/Avian,2009-11-11,Guatemala,H11N2
171,A/blue-winged teal/Guatemala/CIP049-12/2010,A/blue-winged teal/Guatemala/CIP049-13/2010,Direct Transmission,0,Inter-Species,7.989329,IRD:Blue-Winged Teal/Avian,2010-01-31,Guatemala,H5N4,IRD:Teal/Avian,2010-01-31,Guatemala,H5N4
