Sample ID,Common Name,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1
9BM10210,A/northern pintail/Interior Alaska/9BM10210R0/2009(H10N7),1146-18744,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB29,702,31-Jul-09,Y,O,MIGRANT,776,,,241,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8273,A/northern pintail/Interior Alaska/9BM8273R0/2009(H10N4),1146-18753,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,2113,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,366,31-Jul-09,Y,O,MIGRANT,847,,,251,,1,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7694,A/northern pintail/Interior Alaska/9BM7694R0/2009(H10N4),1146-18756,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB13,278,31-Jul-09,Y,O,MIGRANT,835,,,254,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11643,A/northern pintail/Interior Alaska/9BM11643R0/2009(H8N4),1146-18759,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2355,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB42,1015,31-Jul-09,Y,O,MIGRANT,758,,,251,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM5554,A/northern pintail/Interior Alaska/9BM5554R0/2009(H10N7),1146-18766,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,OP,64.93807,148.80484,1100,31-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B18,416,31-Jul-09,N,,MIGRANT,856,101,47.9,252,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9065,A/northern pintail/Interior Alaska/9BM9065R0/2009(H10N7),1146-18770,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2217,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB21A,473,31-Jul-09,Y,O,MIGRANT,666,,,247,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM5698,A/northern pintail/Interior Alaska/9BM5698R0/2009(H10N7),1146-18784,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.91893,148.80943,2230,31-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B20,478,31-Jul-09,N,,MIGRANT,751,101.5,48,248,,3,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8553,A/northern pintail/Interior Alaska/9BM8553R0/2009(H3N8),1146-18822,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93762,148.83144,1320,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB18,395,01-Aug-09,Y,O,MIGRANT,812,,,262,,0,,,,SNAG LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10969,A/northern pintail/Interior Alaska/9BM10969R0/2009(H3N8),1146-18847,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,2218,17-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB36,872,02-Aug-09,Y,O,MIGRANT,761,,,250,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11787,A/northern pintail/Interior Alaska/9BM11787R0/2009(H3N7),1146-18847,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,1321,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB44,1066,02-Aug-09,Y,O,MIGRANT,811,,,249,,2,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10234,A/northern pintail/Interior Alaska/9BM10234R0/2009(H10N7),1146-18863,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB29,714,02-Aug-09,Y,O,MIGRANT,928,,,268,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6019,A/northern pintail/Interior Alaska/9BM6019R1/2009(H10N7),1146-18870,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C - 2ND,64.91893,148.80943,900,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B25,593,02-Aug-09,N,,MIGRANT,725,95.4,46,252,,0,32,9BM20032,9BM30032,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6039,A/northern pintail/Interior Alaska/9BM6039R0/2009(H4N6),1146-18878,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89625,148.82562,1037,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B26,603,02-Aug-09,N,,MIGRANT,762,101,48,254,,0,,,,ELLIOT'S,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6040,A/northern pintail/Interior Alaska/9BM6040R0/2009(H4N6),1146-18878,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89625,148.82562,1037,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B26,603,02-Aug-09,N,,MIGRANT,762,101,48,254,,0,,,,ELLIOT'S,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6094,A/northern pintail/Interior Alaska/9BM6094R0/2009(H4N6),1146-18889,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93807,148.80484,1212,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B26,614,02-Aug-09,N,,MIGRANT,795,105.9,50.7,258,,0,41,9BM20041,9BM30041,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6095,A/northern pintail/Interior Alaska/9BM6095R0/2009(H4N6),1146-18889,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C - 2ND,64.93807,148.80484,1212,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B26,614,02-Aug-09,N,,MIGRANT,795,105.9,50.7,258,,0,41,9BM20041,9BM30041,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6144,A/northern pintail/Interior Alaska/9BM6144R0/2009(H3N8),1146-18901,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93807,148.80484,2201,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B27,635,02-Aug-09,N,,MIGRANT,720,99.5,48.6,253,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6145,A/northern pintail/Interior Alaska/9BM6145R0/2009(H3N8),1146-18901,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93807,148.80484,2201,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B27,635,02-Aug-09,N,,MIGRANT,720,99.5,48.6,253,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6146,A/northern pintail/Interior Alaska/9BM6146R0/2009(H3N8),1146-18902,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.93807,148.80484,2201,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B27,636,02-Aug-09,N,,MIGRANT,906,99.5,49.4,255,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6205,A/northern pintail/Interior Alaska/9BM6205R0/2009(H10N7),1146-18917,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91893,148.80943,2300,02-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B28,657,02-Aug-09,N,,MIGRANT,742,97.4,47,256,,4,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6229,A/northern pintail/Interior Alaska/9BM6229R0/2009(H10N7),1146-18925,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91893,148.80943,912,03-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B28,668,03-Aug-09,N,,MIGRANT,763,104,48.8,260,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8084,A/northern pintail/Interior Alaska/9BM8084R0/2009(H10N7),1146-18928,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93795,148.80226,1135,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,320,03-Aug-09,Y,O,MIGRANT,665,,,242,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6248,A/northern pintail/Interior Alaska/9BM6248R0/2009(H4N6),1146-18932,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93828,148.80984,1115,03-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B29,677,03-Aug-09,N,,MIGRANT,809,104.3,50.6,263,,1,,,,SAM BERRY W,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6290,A/northern pintail/Interior Alaska/9BM6290R0/2009(H3N8),1146-18943,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93807,148.80484,1141,03-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B29,698,03-Aug-09,N,,MIGRANT,631,96.9,48.8,249,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11409,A/northern pintail/Interior Alaska/9BM11409R0/2009(H12N5),1146-18961,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89986,148.83792,2029,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB40,968,03-Aug-09,Y,O,MIGRANT,995,,,268,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11151,A/northern pintail/Interior Alaska/9BM11151R0/2009(H10N7),1146-18968,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91926,148.80902,1036,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB37,891,03-Aug-09,Y,O,MIGRANT,990,,,266,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6494,A/northern pintail/Interior Alaska/9BM6494R0/2009(H4N6),1146-18978,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93807,148.80484,2233,03-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B32,751,03-Aug-09,N,,MIGRANT,666,96.8,46.9,246,,1,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8119,A/northern pintail/Interior Alaska/9BM8119R0/2009(H4N6),1146-18978,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,1135,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,338,03-Aug-09,Y,O,MIGRANT,699,,,248,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6510,A/northern pintail/Interior Alaska/9BM6510R0/2009(H8N4),1146-18979,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,850,04-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B32,752,04-Aug-09,N,,MIGRANT,1014,106.9,51.9,265,,3,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7696,A/northern pintail/Interior Alaska/9BM7696R0/2009(H10N7),1146-18985,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB13,279,04-Aug-09,Y,O,MIGRANT,783,,,257,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8109,A/northern pintail/Interior Alaska/9BM8109R0/2009(H8N4),1146-18993,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1135,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB15,333,04-Aug-09,Y,O,MIGRANT,789,,,260,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10244,A/northern pintail/Interior Alaska/9BM10244R0/2009(H10N7),1146-19016,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB30,719,04-Aug-09,Y,O,MIGRANT,762,,,240,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8498,A/northern pintail/Interior Alaska/9BM8498R0/2009(H10N7),1146-19034,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93795,148.80226,1130,10-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,389,05-Aug-09,Y,O,MIGRANT,686,,,248,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11917,A/northern pintail/Interior Alaska/9BM11917R0/2009(H8N4),1146-19048,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,2141,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB45,1106,05-Aug-09,Y,O,MIGRANT,896,,,246,,3,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6800,A/northern pintail/Interior Alaska/9BM6800R0/2009(H4N6),1146-19060,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93807,148.80484,1219,05-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B37,876,05-Aug-09,N,,MIGRANT,599,95.6,47.2,235,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6902,A/northern pintail/Interior Alaska/9BM6902R0/2009(H3N8),1146-19061,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.93807,148.80484,1219,05-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B37,877,05-Aug-09,N,,MIGRANT,850,102.5,48.3,260,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6960,A/northern pintail/Interior Alaska/9BM6960R0/2009(H3N8),1146-19075,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,1933,05-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B38,904,05-Aug-09,N,,MIGRANT,834,104.5,50,259,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9153,A/northern pintail/Interior Alaska/9BM9153R0/2009(H3N8),1146-19097,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91926,148.80902,940,12-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB21A,481,05-Aug-09,Y,O,MIGRANT,753,,,249,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7044,A/northern pintail/Interior Alaska/9BM7044R0/2009(H3N8),1146-19111,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,900,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B40,943,06-Aug-09,N,,MIGRANT,926,110.1,51.8,268,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7050,A/northern pintail/Interior Alaska/9BM7050R0/2009(H3N8),1146-19114,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,900,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B40,946,06-Aug-09,N,,MIGRANT,823,105.8,50.7,259,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7052,A/northern pintail/Interior Alaska/9BM7052R0/2009(H3N8),1146-19115,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,900,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B40,947,06-Aug-09,N,,MIGRANT,779,102.4,49.4,269,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7055,A/northern pintail/Interior Alaska/9BM7055R0/2009(H3N8),1146-19116,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91893,148.80943,900,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B40,948,06-Aug-09,N,,MIGRANT,747,109.2,49.9,258,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7069,A/northern pintail/Interior Alaska/9BM7069R0/2009(H3N8),1146-19123,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91893,148.80943,900,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B40,955,06-Aug-09,N,,MIGRANT,851,104.4,51,261,,2,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7108,A/northern pintail/Interior Alaska/9BM7108R2/2009(H3N8),1146-19130,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.93807,148.80484,1215,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B41,966,06-Aug-09,N,,MIGRANT,841,97.1,46.3,250,,1,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7118,A/northern pintail/Interior Alaska/9BM7118R1/2009(H3N8),1146-19135,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93807,148.80484,1215,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B41,971,06-Aug-09,N,,MIGRANT,829,95.8,48.1,262,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM12068,A/northern pintail/Interior Alaska/9BM12068R0/2009(H8N4),1146-19147,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92091,148.84015,1216,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB46,1135,06-Aug-09,Y,O,MIGRANT,755,,,,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7152,A/northern pintail/Interior Alaska/9BM7152R2/2009(H8N4),1146-19152,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93807,148.80484,1215,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B42,988,06-Aug-09,N,,MIGRANT,889,105.2,50.2,254,,2,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7240,A/northern pintail/Interior Alaska/9BM7240R0/2009(H8N4),1146-19168,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91893,148.80943,2315,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B43,1016,06-Aug-09,N,,MIGRANT,754,99.1,50.2,248,,3,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7252,A/northern pintail/Interior Alaska/9BM7252R0/2009(H3N8),1146-19174,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,2315,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B43,1022,06-Aug-09,N,,MIGRANT,761,105.3,48.9,261,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7254,A/northern pintail/Interior Alaska/9BM7254R0/2009(H3N8),1146-19175,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.91893,148.80943,2315,06-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B43,1023,06-Aug-09,N,,MIGRANT,768,105,48.4,259,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10525,A/northern pintail/Interior Alaska/9BM10525R2/2009(H3N1),1146-19184,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,2130,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB31,759,07-Aug-09,Y,O,MIGRANT,683,,,254,,0,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11325,A/northern pintail/Interior Alaska/9BM11325R0/2009(H3N1),1146-19184,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,1400,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB39,944,07-Aug-09,Y,O,MIGRANT,611,,,254,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9973,A/northern pintail/Interior Alaska/9BM9973R0/2009(H3N1),1146-19184,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2035,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB28,675,07-Aug-09,Y,O,MIGRANT,696,,,255,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7302,A/northern pintail/Interior Alaska/9BM7302R0/2009(H4N6),1146-19193,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93807,148.80484,1030,07-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B44,1041,07-Aug-09,N,,MIGRANT,861,109.2,52.7,262,,0,,,,SAM BERRY E,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10224,A/northern pintail/Interior Alaska/9BM10224R0/2009(H10N7),1146-19202,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB29,709,07-Aug-09,Y,O,MIGRANT,890,,,266,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7368,A/northern pintail/Interior Alaska/9BM7368R0/2009(H3N8),1146-19219,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.93795,148.80226,1056,07-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B45,1067,07-Aug-09,N,,MIGRANT,885,100.6,46.9,232,,5,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11583,A/northern pintail/Interior Alaska/9BM11583R0/2009(H10N7),1146-19224,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.91926,148.80902,1036,20-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB46,1124,07-Aug-09,Y,O,MIGRANT,738,,,248,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7496,A/northern pintail/Interior Alaska/9BM7496R0/2009(H4N6),1146-19267,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.91893,148.80943,855,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B47,1128,08-Aug-09,N,,MIGRANT,857,97.6,46.6,248,,0,,,,WACKY DUCK NECK E BAIT 2,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11779,A/northern pintail/Interior Alaska/9BM11779R0/2009(H10N7),1146-19275,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92091,148.84015,1321,19-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB43,1062,08-Aug-09,Y,O,MIGRANT,760,,,261,,1,,,,ROUND LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7620,A/northern pintail/Interior Alaska/9BM7620R0/2009(H4N6),1146-19278,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B48,1139,08-Aug-09,N,,MIGRANT,775,101.9,48.4,258,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM7632,A/northern pintail/Interior Alaska/9BM7632R0/2009(H4N6),1146-19284,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.93795,148.80226,1025,08-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B48,1145,08-Aug-09,N,,MIGRANT,931,105.6,51.3,263,,2,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11387,A/northern pintail/Interior Alaska/9BM11387R0/2009(H10N7),1146-19298,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89986,148.83792,2029,18-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB39,957,08-Aug-09,Y,O,MIGRANT,736,,,255,,0,,,,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9955,A/northern pintail/Interior Alaska/9BM9955R0/2009(H8N4),1146-19300,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93795,148.80226,2028,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB28,666,08-Aug-09,Y,O,MIGRANT,608,,,246,,0,,,,SAM BERRY WATER,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM9975,A/northern pintail/Interior Alaska/9BM9975R0/2009(H4N6),1146-19312,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.909,148.85644,2035,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB28,676,08-Aug-09,Y,O,MIGRANT,724,,,247,,0,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10222,A/northern pintail/Interior Alaska/9BM10222R0/2009(H10N7),1146-19316,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.91926,148.80902,946,16-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB29,708,08-Aug-09,Y,O,MIGRANT,689,,,248,,0,,,,WACKY DUCK NECK E BAIT 3,BAIT TRAP,,,,,,,,,,,,,,,,,
