Sample ID,Common Name,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1
10BM07737,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3),1146-21255,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,902,03-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR6,287,29-Jul-10,Y,O,FALL,786,,,264,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07737,10BM07738,
10BM06303,A/northern pintail/Interior Alaska/10BM06303R0/2010(H7N3),1146-21261,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,2247,29-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT1,1711,29-Jul-10,N,,FALL,756,99.4,48.8,258,,0,676,10BM20676,10BM30676,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM06303,10BM06304,
10BM06306,A/northern pintail/Interior Alaska/10BM06306R0/2010(H7N3),1146-21262,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,2247,29-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT1,1712,29-Jul-10,N,,FALL,780,98.1,45.8,249,,0,677,10BM20677,10BM30677,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM06305,10BM06306,
10BM07399,A/northern pintail/Interior Alaska/10BM07399R0/2010(H7N3),1146-21276,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,903,02-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,243,29-Jul-10,Y,O,FALL,853,,,259,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07398,10BM07399,
10BM07114,A/northern pintail/Interior Alaska/10BM07114R0/2010(H7N3),1146-21280,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,195,29-Jul-10,Y,O,FALL,620,97.1,47.3,237,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07114,10BM07115,
10BM06720,A/northern pintail/Interior Alaska/10BM06720R0/2010(H7N3),1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2037,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,149,29-Jul-10,Y,O,FALL,754,98.3,48.9,246,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06720,10BM06721,
10BM07120,A/northern pintail/Interior Alaska/10BM07120R0/2010(H7N3),1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1033,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,198,29-Jul-10,Y,O,FALL,719,97.3,48.7,250,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07120,10BM07121,
10BM07121,A/northern pintail/Interior Alaska/10BM07121R0/2010(H7N3),1146-21282,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1033,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR3,198,29-Jul-10,Y,O,FALL,719,97.3,48.7,250,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07120,10BM07121,
10BM07029,A/northern pintail/Interior Alaska/10BM07029R0/2010(H7N3),1146-21289,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,857,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR2,184,29-Jul-10,Y,O,FALL,698,98.2,47.8,239,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07028,10BM07029,
10BM04668,A/northern pintail/Interior Alaska/10BM04668R0/2010(H4N6),1146-21330,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.87021,148.84309,2251,18-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY62,1504,18-Jul-10,N,,SUMMER,728,95.1,46.7,248,,1,518,10BM20518,10BM30518,LITTLE MINTO ROCKET NET 2,ROCKET NET,,,,,,,,,,,,,,,10BM04668,10BM04669,
10BM04704,A/northern pintail/Interior Alaska/10BM04704R0/2010(H4N6),1146-21348,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.87021,148.84309,2251,18-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY63,1522,18-Jul-10,N,,SUMMER,777,98.9,48,258,,0,536,10BM20536,10BM30536,LITTLE MINTO ROCKET NET 2,ROCKET NET,,,,,,,,,,,,,,,10BM04704,10BM04705,
10BM04722,A/northern pintail/Interior Alaska/10BM04722R0/2010(H4N6),1146-21357,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.87021,148.84309,2251,18-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DCY63,1531,18-Jul-10,N,,SUMMER,795,96.9,46.4,250,,1,545,10BM20545,10BM30545,LITTLE MINTO ROCKET NET 2,ROCKET NET,,,,,,,,,,,,,,,10BM04722,10BM04723,
10BM05034,A/northern pintail/Interior Alaska/10BM05034R0/2010(H3N6),1146-21384,,,,NOPI,Anas acuta,F,A,H,2B,HY,W,M,C,64.86959,148.86501,1919,21-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DKNG30,724,21-Jul-10,N,,DUCKLING,358,78.3,43.3,,36.3,,,,,LITTLE MINTO W,DRIVE TRAP,,,,,,,,,,,,,,,10BM05034,10BM05035,
10BM05617,A/ring-necked duck/Interior Alaska/10BM05617R0/2010(H4N6),1146-21412,,,,RNDU,Aythya collaris,M,A,H,AHY,AHY,W,M,OP,64.89838,148.86886,1426,26-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DKNG43,994,26-Jul-10,N,,MOLTER,736,92.7,41.8,107,,,,,,HUNTER LAKE,DRIVE TRAP,,,,,,,,,,,,,,,10BM05616,10BM05617,
10BM05792,A/ring-necked duck/Interior Alaska/10BM05792R0/2010(H3N8),1146-21461,,,,RNDU,Aythya collaris,M,A,H,AHY,AHY,W,M,C,64.90741,148.88404,1826,26-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",DKNG48,1082,26-Jul-10,N,,MOLTER,693,95.2,41.6,85,,,,,,HUNTER LAKE,DRIVE TRAP,,,,,,,,,,,,,,,10BM05792,10BM05793,
10BM07469,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3),1146-21511,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1040,02-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR5,260,30-Jul-10,Y,O,FALL,682,,,232,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07468,10BM07469,
10BM08705,A/northern pintail/Interior Alaska/10BM08705R0/2010(H7N3),1146-21511,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1113,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR10,383,30-Jul-10,Y,O,FALL,616,,,239,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08704,10BM08705,
10BM06895,A/northern pintail/Interior Alaska/10BM06895R0/2010(H7N3),1146-21520,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,163,30-Jul-10,Y,O,FALL,630,95.2,45.8,246,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06894,10BM06895,
10BM06524,A/northern pintail/Interior Alaska/10BM06524R0/2010(H7N3),1146-21521,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1053,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT5,1820,30-Jul-10,N,,FALL,896,102.6,47.9,266,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06523,10BM06524,
10BM06899,A/northern pintail/Interior Alaska/10BM06899R0/2010(H7N3),1146-21521,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR1,166,30-Jul-10,Y,O,FALL,857,101.8,48,272,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06898,10BM06899,
10BM09347,A/northern pintail/Interior Alaska/10BM09347R0/2010(H7N3),1146-21541,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.95459,148.78583,1317,06-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR14,490,30-Jul-10,Y,O,FALL,714,,,252,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM09347,10BM09348,
10BM09348,A/northern pintail/Interior Alaska/10BM09348R0/2010(H7N3),1146-21541,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.95459,148.78583,1317,06-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR14,490,30-Jul-10,Y,O,FALL,714,,,252,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM09347,10BM09348,
10BM06704,A/northern pintail/Interior Alaska/10BM06704R0/2010(H3N8),1146-21543,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2037,30-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT7,1863,30-Jul-10,N,,FALL,738,95.3,47.5,253,,0,893,10BM20893,10BM30893,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06704,10BM06705,
10BM12413,A/northern pintail/Interior Alaska/10BM12413R0/2010(H8N4),1146-21550,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,1055,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR41,1154,30-Jul-10,Y,O,FALL,856,,,261,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12413,10BM12414,
10BM07597,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8),1146-21552,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2044,02-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR6,280,30-Jul-10,Y,O,FALL,653,,,242,,1,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07597,10BM07598,
10BM06872,A/northern pintail/Interior Alaska/10BM06872R0/2010(H3N8),1146-21572,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1001,31-Jul-10,7,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT10,1935,31-Jul-10,N,,FALL,754,98.1,47.2,245,,1,936,10BM20936,10BM30936,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM06872,10BM06873,
10BM09181,A/northern pintail/Interior Alaska/10BM09181R0/2010(H7N3),1146-21599,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,916,06-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR13,457,01-Aug-10,Y,O,FALL,865,,,268,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM09181,10BM09182,
10BM07040,A/northern pintail/Interior Alaska/10BM07040R0/2010(H4N6),1146-21600,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,857,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT12,1997,01-Aug-10,N,,FALL,713,96.8,47.7,254,,1,982,10BM20982,10BM30982,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM07040,10BM07041,
10BM07242,A/northern pintail/Interior Alaska/10BM07242R0/2010(H4N6),1146-21635,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,2026,01-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT15,2074,01-Aug-10,N,,FALL,696,93.3,46.5,235,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07242,10BM07243,
10BM10805,A/northern pintail/Interior Alaska/10BM10805R0/2010(H7N3),1146-21639,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89896,148.81513,2120,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR27,797,01-Aug-10,Y,O,FALL,717,,,242,,0,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM10804,10BM10805,
10BM10809,A/northern pintail/Interior Alaska/10BM10809R0/2010(H7N3),1146-21666,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89896,148.81513,2120,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR27,799,01-Aug-10,Y,O,FALL,819,,,252,,2,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM10808,10BM10809,
10BM07476,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6),1146-21685,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1040,02-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT18,2148,02-Aug-10,N,,FALL,569,93.2,45.8,235,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM07476,10BM07477,
10BM07993,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6),1146-21762,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.95459,148.78583,2132,03-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT27,2360,03-Aug-10,N,,FALL,632,96.8,47,245,,0,,,,Y LAKES,BAIT TRAP,,,,,,,,,,,,,,,10BM07993,10BM07994,
10BM08400,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3),1146-21821,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1939,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT31,2464,04-Aug-10,N,,FALL,642,97.5,45.2,244,,1,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08400,10BM08401,
10BM08488,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8),1146-21841,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT32,2495,04-Aug-10,N,,FALL,768,101.5,47.6,257,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08488,10BM08489,
10BM08489,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8),1146-21841,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT32,2495,04-Aug-10,N,,FALL,768,101.5,47.6,257,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08488,10BM08489,
10BM08493,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8),1146-21843,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT32,2497,04-Aug-10,N,,FALL,909,104.8,52.5,264,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08492,10BM08493,
10BM08505,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8),1146-21849,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT33,2503,04-Aug-10,N,,FALL,760,102.2,46.6,248,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08504,10BM08505,
10BM08514,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6),1146-21854,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT33,2508,04-Aug-10,N,,FALL,894,104.8,50.4,263,,2,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08514,10BM08515,
10BM10801,A/northern pintail/Interior Alaska/10BM10801R0/2010(H7N3),1146-21863,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89896,148.81513,2120,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR27,795,04-Aug-10,Y,O,FALL,921,,,253,,1,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM10800,10BM10801,
10BM08540,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6),1146-21867,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT33,2521,04-Aug-10,N,,FALL,864,109.5,51.8,259,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,CAPTURED DEAD 8/20; BAND REMOVED,,,,,,,,,,,,,10BM08540,10BM08541,
10BM08586,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3),1146-21890,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,C,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT34,2544,04-Aug-10,N,,FALL,924,101.1,47.8,261,,2,1285,10BM21285,10BM31285,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08586,10BM08587,
10BM08587,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8),1146-21890,,,,NOPI,Anas acuta,F,A,H,AHY,AHY,W,M,OP,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT34,2544,04-Aug-10,N,,FALL,924,101.1,47.8,261,,2,1285,10BM21285,10BM31285,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08586,10BM08587,
10BM08612,A/northern pintail/Interior Alaska/10BM08612R0/2010(H4N6),1146-21892,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,2254,04-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT34,2547,04-Aug-10,N,,FALL,849,97.4,62.5,264,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM08612,10BM08613,
10BM08899,A/northern pintail/Interior Alaska/10BM08899R0/2010(H4N6),1146-21946,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1945,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT39,2655,05-Aug-10,N,,FALL,758,100.2,48.2,253,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08899,10BM08901,
10BM08903,A/northern pintail/Interior Alaska/10BM08903R0/2010(H4N6),1146-21947,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1945,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT39,2656,05-Aug-10,N,,FALL,653,97.6,45.8,240,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM08902,10BM08903,
10BM10807,A/northern pintail/Interior Alaska/10BM10807R0/2010(H7N3),1146-21955,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.89896,148.81513,2120,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR27,798,05-Aug-10,Y,O,FALL,838,,,250,,0,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM10806,10BM10807,
10BM08920,A/northern pintail/Interior Alaska/10BM08920R0/2010(H3N8),1146-21956,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1945,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT39,2665,05-Aug-10,N,,FALL,627,95.5,44.5,242,,0,,,,SAM BERRY,BAIT TRAP,,CAPTURED DEAD 8/9; BAND REMOVED,,,,,,,,,,,,,10BM08920,10BM08921,
10BM11208,A/northern pintail/Interior Alaska/10BM11208R0/2010(H7N3),1146-21983,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,2351,11-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR31,905,05-Aug-10,Y,O,FALL,614,,,249,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM11208,10BM11209,
10BM09101,A/northern pintail/Interior Alaska/10BM09101R0/2010(H3N8),1146-86017,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,2359,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT42,2734,05-Aug-10,N,,FALL,763,98.5,47.4,256,,2,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM09101,10BM09102,
10BM09102,A/northern pintail/Interior Alaska/10BM09102R0/2010(H3N8),1146-86017,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,2359,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT42,2734,05-Aug-10,N,,FALL,763,98.5,47.4,256,,2,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM09101,10BM09102,
10BM09104,A/northern pintail/Interior Alaska/10BM09104R0/2010(H3N8),1146-86018,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,2359,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT42,2735,05-Aug-10,N,,FALL,994,108.5,52.2,272,,2,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM09103,10BM09104,
10BM09105,A/northern pintail/Interior Alaska/10BM09105R0/2010(H3N8),1146-86019,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,2359,05-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT42,2736,05-Aug-10,N,,FALL,952,97.2,48.7,248,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM09105,10BM09106,
10BM09481,A/northern pintail/Interior Alaska/10BM09481R0/2010(H7N3),1146-86067,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89604,148.84413,2001,06-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT46,2831,06-Aug-10,N,,FALL,852,106.4,50.5,265,,2,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM09481,10BM09482,
10BM10790,A/northern pintail/Interior Alaska/10BM10790R0/2010(H7N3),1146-86247,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89896,148.81513,2120,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT60,3196,10-Aug-10,N,,FALL,814,98,47.8,251,,2,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM10790,10BM10791,
10BM10853,A/northern pintail/Interior Alaska/10BM10853R0/2010(H7N3),1146-86248,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.89604,148.84413,2301,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT61,3201,10-Aug-10,N,,FALL,832,111.3,50,267,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM10852,10BM10853,
10BM11945,A/northern pintail/Interior Alaska/10BM11945R0/2010(H7N3),1146-86248,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89604,148.84413,1230,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR38,1079,10-Aug-10,Y,O,FALL,835,,,266,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11945,10BM11946,
10BM11038,A/northern pintail/Interior Alaska/10BM11038R0/2010(H7N3),1146-86274,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,C,64.89604,148.84413,1043,11-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT63,3249,11-Aug-10,N,,FALL,880,109,51.2,276,,0,1612,10BM21612,10BM31612,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11038,10BM11039,
10BM14807,A/northern pintail/Interior Alaska/10BM14807R2/2010(H9N2),1146-86338,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,1015,18-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR64,1727,13-Aug-10,Y,O,FALL,882,,,260,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM14807,10BM14808,
10BM11989,A/northern pintail/Interior Alaska/10BM11989R0/2010(H3N8),1146-86382,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89604,148.84413,1230,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT71,3467,13-Aug-10,N,,FALL,649,95.9,47.9,244,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11989,10BM11990,
10BM11672,A/northern pintail/Interior Alaska/10BM11672R0/2010(H3N8),1146-86399,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT73,3504,13-Aug-10,N,,FALL,700,93.4,44.8,243,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM11672,10BM11673,
10BM11694,A/northern pintail/Interior Alaska/10BM11694R0/2010(H3N8),1146-86410,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT73,3515,13-Aug-10,N,,FALL,838,108.1,49.9,249,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM11694,10BM11695,
