,Collection Date,Complete Genome,Country,Host Species,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Strain Name,Subtype
885,2008-09-14 00:00:00,Yes,USA,IRD:Avian,CY140590,CY140589,CY140588,CY140583,CY140586,CY140585,CY140584,CY140587,Minnesota,A/mallard/Minnesota/Sg-01040/2008,H3N2
886,2008-09-14 00:00:00,Yes,USA,IRD:Avian,CY140598,CY140597,CY140596,CY140591,CY140594,CY140593,CY140592,CY140595,Minnesota,A/mallard/Minnesota/Sg-01042/2008,H6N8
887,2008-09-25 00:00:00,Yes,USA,IRD:Avian,CY140606,CY140605,CY140604,CY140599,CY140602,CY140601,CY140600,CY140603,Minnesota,A/mallard/Minnesota/Sg-01047/2008,H6N1
888,2008-07-29 00:00:00,Yes,USA,IRD:Avian,CY140284,CY140283,CY140282,CY140277,CY140280,CY140279,CY140278,CY140281,Minnesota,A/mallard/Minnesota/Sg-0617/2008,H1N1
889,2010-12-10 00:00:00,Yes,USA,IRD:Avian,CY133305,CY133304,CY133303,CY133298,CY133301,CY133300,CY133299,CY133302,Mississippi,A/mallard/Mississippi/10OS4494/2010,H1N1
890,2010-12-11 00:00:00,Yes,USA,IRD:Avian,CY133297,CY133296,CY133295,CY133290,CY133293,CY133292,CY133291,CY133294,Mississippi,A/mallard/Mississippi/10OS4593/2010,H1N2
891,2011-01-07 00:00:00,Yes,USA,IRD:Avian,CY133720,CY133719,CY133718,CY133713,CY133716,CY133715,CY133714,CY133717,Mississippi,A/mallard/Mississippi/11OS34/2011,H1N3
892,2010-01-16 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097701,CY097700,CY097699,CY097694,CY097697,CY097696,CY097695,CY097698,Mississippi,A/mallard/Mississippi/329/2010,H10N7
893,2010-01-16 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097709,CY097708,CY097707,CY097702,CY097705,CY097704,CY097703,CY097706,Mississippi,A/mallard/Mississippi/354/2010,H3N8
894,2010-01-16 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097717,CY097716,CY097715,CY097710,CY097713,CY097712,CY097711,CY097714,Mississippi,A/mallard/Mississippi/360/2010,H3N8
895,2010-01-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097725,CY097724,CY097723,CY097718,CY097721,CY097720,CY097719,CY097722,Mississippi,A/mallard/Mississippi/386/2010,H3N8
896,2010-01-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097733,CY097732,CY097731,CY097726,CY097729,CY097728,CY097727,CY097730,Mississippi,A/mallard/Mississippi/390/2010,H3N8
897,2010-01-16 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097761,CY097759,CY097758,CY097752,CY097756,CY097755,CY097753,CY097757,Mississippi,A/mallard/Mississippi/407/2010,(H10)
898,2010-01-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097769,CY097768,CY097767,CY097762,CY097765,CY097764,CY097763,CY097766,Mississippi,A/mallard/Mississippi/413/2010,H1N1
899,2010-01-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097777,CY097776,CY097775,CY097770,CY097773,CY097772,CY097771,CY097774,Mississippi,A/mallard/Mississippi/442/2010,H1N1
900,2010-11-16 00:00:00,Yes,USA,IRD:Avian,CY133808,CY133807,CY133806,CY133801,CY133804,CY133803,CY133802,CY133805,Missouri,A/mallard/Missouri/10MO0253/2010,H1N2
901,2010-12-22 00:00:00,Yes,USA,IRD:Avian,CY133832,CY133831,CY133830,CY133825,CY133828,CY133827,CY133826,CY133829,Missouri,A/mallard/Missouri/10MO0333/2010,H11N9
902,2010-12-22 00:00:00,Yes,USA,IRD:Avian,CY133850,CY133849,CY133848,CY133843,CY133846,CY133845,CY133844,CY133847,Missouri,A/mallard/Missouri/10MO0391/2010,H10N7
903,2010-11-16 00:00:00,Yes,USA,IRD:Avian,CY133784,CY133783,CY133782,CY133777,CY133780,CY133779,CY133778,CY133781,Missouri,A/mallard/Missouri/10MO053/2010,H7N4
904,2010-12-29 00:00:00,Yes,USA,IRD:Avian,CY133876,CY133875,CY133874,CY133869,CY133872,CY133871,CY133870,CY133873,Missouri,A/mallard/Missouri/10MO0550/2010,H11N3
905,2010-12-29 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132148,CY132147,CY132146,CY132141,CY132144,CY132143,CY132142,CY132145,Missouri,A/mallard/Missouri/10MO0551/2010,H7N7
906,2010-11-16 00:00:00,Yes,USA,IRD:Avian,CY133792,CY133791,CY133790,CY133785,CY133788,CY133787,CY133786,CY133789,Missouri,A/mallard/Missouri/10MO084/2010,H5N9
907,2010-12-12 00:00:00,Yes,USA,IRD:Avian,CY133380,CY133379,CY133378,CY133373,CY133376,CY133375,CY133374,CY133377,Missouri,A/mallard/Missouri/10OS4670/2010,H9N2
908,2011-11-14 00:00:00,Yes,USA,IRD:Mallard/Avian,CY166930,CY166929,CY166928,CY166923,CY166926,CY166925,CY166924,CY166927,Missouri,A/mallard/Missouri/11OS4987/2011,H5N2
909,2009-12-07 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097597,CY097596,CY097595,CY097590,CY097593,CY097592,CY097591,CY097594,Missouri,A/mallard/Missouri/129/2009,H6N2
910,2009-12-07 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097605,CY097604,CY097603,CY097598,CY097601,CY097600,CY097599,CY097602,Missouri,A/mallard/Missouri/132/2009,H2N3
911,2009-12-07 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097629,CY097628,CY097627,CY097622,CY097625,CY097624,CY097623,CY097626,Missouri,A/mallard/Missouri/220/2009,H7N3
912,2009-12-06 00:00:00,Yes,USA,IRD:Mallard/Avian,CY097100,CY097099,CY097098,CY097093,CY097096,CY097095,CY097094,CY097097,Missouri,A/mallard/Missouri/350/2009,H11N9
913,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138663,CY138662,CY138661,CY138656,CY138659,CY138658,CY138657,CY138660,-N/A-,A/mallard/New Brunswick/00324/2010,H1N1
914,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138687,CY138686,CY138685,CY138680,CY138683,CY138682,CY138681,CY138684,-N/A-,A/mallard/New Brunswick/00329/2010,H1N1
915,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138744,CY138743,CY138742,CY138737,CY138740,CY138739,CY138738,CY138741,-N/A-,A/mallard/New Brunswick/00337/2010,H1N1
916,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138752,CY138751,CY138750,CY138745,CY138748,CY138747,CY138746,CY138749,-N/A-,A/mallard/New Brunswick/00339/2010,H1N1
917,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138760,CY138759,CY138758,CY138753,CY138756,CY138755,CY138754,CY138757,-N/A-,A/mallard/New Brunswick/00340/2010,H1N1
918,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138768,CY138767,CY138766,CY138761,CY138764,CY138763,CY138762,CY138765,-N/A-,A/mallard/New Brunswick/00341/2010,H3N8
919,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138792,CY138791,CY138790,CY138785,CY138788,CY138787,CY138786,CY138789,-N/A-,A/mallard/New Brunswick/00349/2010,H1N1
920,2010-08-12 00:00:00,Yes,Canada,IRD:Avian,CY139023,CY139022,CY139021,CY139014,CY139019,CY139017,CY139016,CY139020,-N/A-,A/mallard/New Brunswick/00494/2010,(N6)
921,2010-08-12 00:00:00,Yes,Canada,IRD:Avian,CY139031,CY139030,CY139029,CY139024,CY139027,CY139026,CY139025,CY139028,-N/A-,A/mallard/New Brunswick/00495/2010,H3N8
922,2010-08-15 00:00:00,Yes,Canada,IRD:Avian,CY139106,CY139105,CY139104,CY139099,CY139102,CY139101,CY139100,CY139103,-N/A-,A/mallard/New Brunswick/00593/2010,H3N7
923,2010-09-13 00:00:00,Yes,Canada,IRD:Avian,CY139326,CY139325,CY139324,CY139319,CY139322,CY139321,CY139320,CY139323,-N/A-,A/mallard/New Brunswick/00854/2010,H4N6
924,2010-09-12 00:00:00,Yes,Canada,IRD:Avian,CY139359,CY139358,CY139357,CY139352,CY139355,CY139354,CY139353,CY139356,-N/A-,A/mallard/New Brunswick/00879/2010,H4N9
925,2010-09-14 00:00:00,Yes,Canada,IRD:Avian,CY139410,CY139409,CY139408,CY139401,CY139406,CY139404,CY139403,CY139407,-N/A-,A/mallard/New Brunswick/00913/2010,(H3)
926,2010-09-16 00:00:00,Yes,Canada,IRD:Avian,CY139504,CY139503,CY139502,CY139497,CY139500,CY139499,CY139498,CY139501,-N/A-,A/mallard/New Brunswick/00979/2010,H4N8
927,2010-09-16 00:00:00,Yes,Canada,IRD:Avian,CY139549,CY139548,CY139547,CY139539,CY139544,CY139543,CY139541,CY139545,-N/A-,A/mallard/New Brunswick/00992/2010,(N9)
928,2009-08-09 00:00:00,Yes,Canada,IRD:Avian,CY129045,CY129044,CY129043,CY129038,CY129041,CY129040,CY129039,CY129042,-N/A-,A/mallard/New Brunswick/03396/2009,H3N8
929,2009-08-09 00:00:00,Yes,Canada,IRD:Avian,CY129005,CY129004,CY129003,CY128998,CY129001,CY129000,CY128999,CY129002,-N/A-,A/mallard/New Brunswick/03397/2009,H3N8
930,2009-08-14 00:00:00,Yes,Canada,IRD:Avian,CY128563,CY128562,CY128561,CY128556,CY128559,CY128558,CY128557,CY128560,-N/A-,A/mallard/New Brunswick/03482/2009,H3N8
931,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146472,CY146471,CY146470,CY146464,CY146468,CY146466,CY146465,CY146469,New Jersey,A/mallard/New Jersey/AI09-5086/2009,(H4)
932,2009-09-29 00:00:00,Yes,USA,IRD:Avian,CY146480,CY146479,CY146478,CY146473,CY146476,CY146475,CY146474,CY146477,New Jersey,A/mallard/New Jersey/AI09-5121/2009,H3N8
933,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146488,CY146487,CY146486,CY146481,CY146484,CY146483,CY146482,CY146485,New Jersey,A/mallard/New Jersey/AI09-5122/2009,H11N9
934,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146496,CY146495,CY146494,CY146489,CY146492,CY146491,CY146490,CY146493,New Jersey,A/mallard/New Jersey/AI09-5137/2009,H4N9
935,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146504,CY146503,CY146502,CY146497,CY146500,CY146499,CY146498,CY146501,New Jersey,A/mallard/New Jersey/AI09-5361/2009,H11N9
936,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146512,CY146511,CY146510,CY146505,CY146508,CY146507,CY146506,CY146509,New Jersey,A/mallard/New Jersey/AI09-5405/2009,H6N2
937,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146528,CY146527,CY146526,CY146521,CY146524,CY146523,CY146522,CY146525,New Jersey,A/mallard/New Jersey/AI09-6426/2009,H4N9
938,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146536,CY146535,CY146534,CY146529,CY146532,CY146531,CY146530,CY146533,New Jersey,A/mallard/New Jersey/AI09-6434/2009,H6N2
939,2009-09-28 00:00:00,Yes,USA,IRD:Avian,CY146544,CY146543,CY146542,CY146537,CY146540,CY146539,CY146538,CY146541,New Jersey,A/mallard/New Jersey/AI09-6446/2009,H4N1
940,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145742,CY145741,CY145740,CY145735,CY145738,CY145737,CY145736,CY145739,New Jersey,A/mallard/New Jersey/Sg-00760/2008,H4N6
941,2008-09-22 00:00:00,Yes,USA,IRD:Avian,CY145750,CY145749,CY145748,CY145743,CY145746,CY145745,CY145744,CY145747,New Jersey,A/mallard/New Jersey/Sg-00884/2008,H11N2
942,2008-09-23 00:00:00,Yes,USA,IRD:Mallard/Avian,CY145758,CY145757,CY145756,CY145751,CY145754,CY145753,CY145752,CY145755,New Jersey,A/mallard/New Jersey/Sg-00888/2008,H3N2
943,2008-09-20 00:00:00,Yes,USA,IRD:Mallard/Avian,CY145766,CY145765,CY145764,CY145759,CY145762,CY145761,CY145760,CY145763,New Jersey,A/mallard/New Jersey/Sg-00892/2008,H3N8
944,2008-09-23 00:00:00,Yes,USA,IRD:Mallard/Avian,CY145774,CY145773,CY145772,CY145767,CY145770,CY145769,CY145768,CY145771,New Jersey,A/mallard/New Jersey/Sg-00893/2008,H3N2
945,2008-09-20 00:00:00,Yes,USA,IRD:Mallard/Avian,CY145782,CY145781,CY145780,CY145775,CY145778,CY145777,CY145776,CY145779,New Jersey,A/mallard/New Jersey/Sg-00895/2008,H3N8
946,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145798,CY145797,CY145796,CY145791,CY145794,CY145793,CY145792,CY145795,New Jersey,A/mallard/New Jersey/Sg-00939/2008,H4N6
947,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145806,CY145805,CY145804,CY145799,CY145802,CY145801,CY145800,CY145803,New Jersey,A/mallard/New Jersey/Sg-00941/2008,H4N6
948,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145824,CY145823,CY145822,CY145817,CY145820,CY145819,CY145818,CY145821,New Jersey,A/mallard/New Jersey/Sg-00943/2008,H4N6
949,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145492,CY145491,CY145490,CY145485,CY145488,CY145487,CY145486,CY145489,New Jersey,A/mallard/New Jersey/Sg-00965/2008,H4N6
950,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145832,CY145831,CY145830,CY145825,CY145828,CY145827,CY145826,CY145829,New Jersey,A/mallard/New Jersey/Sg-00966/2008,H4N6
951,2008-09-21 00:00:00,Yes,USA,IRD:Avian,CY145840,CY145839,CY145838,CY145833,CY145836,CY145835,CY145834,CY145837,New Jersey,A/mallard/New Jersey/Sg-00967/2008,H4N6
952,2008-09-02 00:00:00,Yes,USA,IRD:Avian,CY140111,CY140110,CY140109,CY140104,CY140107,CY140106,CY140105,CY140108,North Dakota,A/mallard/North Dakota/Sg-00703/2008,H12N4
953,2008-09-05 00:00:00,Yes,USA,IRD:Avian,CY140143,CY140142,CY140141,CY140136,CY140139,CY140138,CY140137,CY140140,North Dakota,A/mallard/North Dakota/Sg-00737/2008,H6N8
954,2010-09-10 00:00:00,Yes,Canada,IRD:Avian,CY138543,CY138542,CY138541,CY138536,CY138539,CY138538,CY138537,CY138540,-N/A-,A/mallard/Nova Scotia/00084/2010,H1N1
955,2010-09-10 00:00:00,Yes,Canada,IRD:Avian,CY138551,CY138550,CY138549,CY138544,CY138547,CY138546,CY138545,CY138548,-N/A-,A/mallard/Nova Scotia/00085/2010,H1N1
956,2010-09-10 00:00:00,Yes,Canada,IRD:Avian,CY138567,CY138566,CY138565,CY138560,CY138563,CY138562,CY138561,CY138564,-N/A-,A/mallard/Nova Scotia/00088/2010,H1N1
957,2010-09-10 00:00:00,Yes,Canada,IRD:Avian,CY138607,CY138606,CY138605,CY138600,CY138603,CY138602,CY138601,CY138604,-N/A-,A/mallard/Nova Scotia/00093/2010,H1N1
958,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138784,CY138783,CY138782,CY138777,CY138780,CY138779,CY138778,CY138781,-N/A-,A/mallard/Nova Scotia/00346/2010,H1N1
959,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138808,CY138807,CY138806,CY138801,CY138804,CY138803,CY138802,CY138805,-N/A-,A/mallard/Nova Scotia/00372/2010,H7N7
960,2010-08-08 00:00:00,Yes,Canada,IRD:Avian,CY138816,CY138815,CY138814,CY138809,CY138812,CY138811,CY138810,CY138813,-N/A-,A/mallard/Nova Scotia/00375/2010,H10N7
961,2010-09-07 00:00:00,Yes,Canada,IRD:Avian,CY139262,CY139261,CY139260,CY139255,CY139258,CY139257,CY139256,CY139259,-N/A-,A/mallard/Nova Scotia/00778/2010,H3N8
962,2010-09-20 00:00:00,Yes,Canada,IRD:Avian,CY139565,CY139564,CY139563,CY139558,CY139561,CY139560,CY139559,CY139562,-N/A-,A/mallard/Nova Scotia/01013/2010,H6N1
963,2010-09-20 00:00:00,Yes,Canada,IRD:Avian,CY139573,CY139572,CY139571,CY139566,CY139569,CY139568,CY139567,CY139570,-N/A-,A/mallard/Nova Scotia/01016/2010,H3N8
964,2010-09-20 00:00:00,Yes,Canada,IRD:Avian,CY139584,CY139583,CY139581,CY139575,CY139579,CY139578,CY139576,CY139580,-N/A-,A/mallard/Nova Scotia/01017/2010,(H6)
965,2009-08-06 00:00:00,Yes,Canada,IRD:Avian,CY125621,CY125620,CY125619,CY125614,CY125617,CY125616,CY125615,CY125618,-N/A-,A/mallard/Nova Scotia/03271/2009,H3N8
966,2008-08-07 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132600,CY132599,CY132598,CY132593,CY132596,CY132595,CY132594,CY132597,Ohio,A/mallard/Ohio/08OS1270/2008,H4N6
967,2010-08-02 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132140,CY132139,CY132138,CY132133,CY132136,CY132135,CY132134,CY132137,Ohio,A/mallard/Ohio/10OS1319/2010,H4N6
968,2010-08-06 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132092,CY132091,CY132090,CY132085,CY132088,CY132087,CY132086,CY132089,Ohio,A/mallard/Ohio/10OS1354/2010,H6N1
969,2010-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132100,CY132099,CY132098,CY132093,CY132096,CY132095,CY132094,CY132097,Ohio,A/mallard/Ohio/10OS1467/2010,H3N2
970,2010-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132108,CY132107,CY132106,CY132101,CY132104,CY132103,CY132102,CY132105,Ohio,A/mallard/Ohio/10OS1469/2010,H3N2
971,2010-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132116,CY132115,CY132114,CY132109,CY132112,CY132111,CY132110,CY132113,Ohio,A/mallard/Ohio/10OS1470/2010,H3N2
972,2011-07-28 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132572,CY132571,CY132570,CY132565,CY132568,CY132567,CY132566,CY132569,Ohio,A/mallard/Ohio/11OS1961/2011,H5N2
973,2011-08-01 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132164,CY132163,CY132162,CY132157,CY132160,CY132159,CY132158,CY132161,Ohio,A/mallard/Ohio/11OS1966/2011,H10N3
974,2011-08-08 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132252,CY132251,CY132250,CY132245,CY132248,CY132247,CY132246,CY132249,Ohio,A/mallard/Ohio/11OS1991/2011,H1N1
975,2011-08-12 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132356,CY132355,CY132354,CY132349,CY132352,CY132351,CY132350,CY132353,Ohio,A/mallard/Ohio/11OS1992/2011,H3N8
976,2011-08-12 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132212,CY132211,CY132210,CY132205,CY132208,CY132207,CY132206,CY132209,Ohio,A/mallard/Ohio/11OS1993/2011,H1N1
977,2011-08-13 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132228,CY132227,CY132226,CY132221,CY132224,CY132223,CY132222,CY132225,Ohio,A/mallard/Ohio/11OS1998/2011,H1N1
978,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132532,CY132531,CY132530,CY132525,CY132528,CY132527,CY132526,CY132529,Ohio,A/mallard/Ohio/11OS2001/2011,H1N1
979,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132484,CY132483,CY132482,CY132477,CY132480,CY132479,CY132478,CY132481,Ohio,A/mallard/Ohio/11OS2006/2011,H5N2
980,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132516,CY132515,CY132514,CY132509,CY132512,CY132511,CY132510,CY132513,Ohio,A/mallard/Ohio/11OS2010/2011,H7N8
981,2011-08-16 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132260,CY132259,CY132258,CY132253,CY132256,CY132255,CY132254,CY132257,Ohio,A/mallard/Ohio/11OS2016/2011,H1N1
982,2011-08-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132508,CY132507,CY132506,CY132501,CY132504,CY132503,CY132502,CY132505,Ohio,A/mallard/Ohio/11OS2033/2011,H7N8
983,2011-08-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132180,CY132179,CY132178,CY132173,CY132176,CY132175,CY132174,CY132177,Ohio,A/mallard/Ohio/11OS2044/2011,H10N7
984,2011-08-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132427,CY132426,CY132425,CY132420,CY132423,CY132422,CY132421,CY132424,Ohio,A/mallard/Ohio/11OS2047/2011,H4N8
985,2011-08-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132196,CY132195,CY132194,CY132189,CY132192,CY132191,CY132190,CY132193,Ohio,A/mallard/Ohio/11OS2048/2011,H1N1
986,2011-08-17 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132329,CY132328,CY132327,CY132322,CY132325,CY132324,CY132323,CY132326,Ohio,A/mallard/Ohio/11OS2049/2011,H3N6
987,2011-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132392,CY132391,CY132390,CY132384,CY132388,CY132387,CY132386,CY132389,Ohio,A/mallard/Ohio/11OS2072/2011,(H4)
988,2011-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132276,CY132275,CY132274,CY132269,CY132272,CY132271,CY132270,CY132273,Ohio,A/mallard/Ohio/11OS2073/2011,H1N2
989,2011-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132236,CY132235,CY132234,CY132229,CY132232,CY132231,CY132230,CY132233,Ohio,A/mallard/Ohio/11OS2078/2011,H1N1
990,2011-08-18 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132400,CY132399,CY132398,CY132393,CY132396,CY132395,CY132394,CY132397,Ohio,A/mallard/Ohio/11OS2083/2011,H4N8
991,2011-08-18 00:00:00,Yes,USA,IRD:Avian,CY132524,CY132523,CY132522,CY132517,CY132520,CY132519,CY132518,CY132521,Ohio,A/mallard/Ohio/11OS2085/2011,H4N6
992,2011-08-19 00:00:00,Yes,USA,IRD:Avian,CY132540,CY132539,CY132538,CY132533,CY132536,CY132535,CY132534,CY132537,Ohio,A/mallard/Ohio/11OS2091/2011,H4N8
993,2011-08-19 00:00:00,Yes,USA,IRD:Avian,CY132548,CY132547,CY132546,CY132541,CY132544,CY132543,CY132542,CY132545,Ohio,A/mallard/Ohio/11OS2092/2011,H10N1
994,2011-08-19 00:00:00,Yes,USA,IRD:Avian,CY132556,CY132555,CY132554,CY132549,CY132552,CY132551,CY132550,CY132553,Ohio,A/mallard/Ohio/11OS2095/2011,H4N1
995,2011-08-19 00:00:00,Yes,USA,IRD:Avian,CY132364,CY132363,CY132362,CY132357,CY132360,CY132359,CY132358,CY132361,Ohio,A/mallard/Ohio/11OS2096/2011,H4N8
996,2011-08-13 00:00:00,Yes,USA,IRD:Avian,CY132476,CY132475,CY132474,CY132469,CY132472,CY132471,CY132470,CY132473,Ohio,A/mallard/Ohio/11OS2119/2011,H5N2
997,2011-08-13 00:00:00,Yes,USA,IRD:Avian,CY132564,CY132563,CY132562,CY132557,CY132560,CY132559,CY132558,CY132561,Ohio,A/mallard/Ohio/11OS2120/2011,H1N1
998,2011-08-14 00:00:00,Yes,USA,IRD:Avian,CY132220,CY132219,CY132218,CY132213,CY132216,CY132215,CY132214,CY132217,Ohio,A/mallard/Ohio/11OS2128/2011,H1N1
999,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132025,CY132023,CY132022,CY132012,CY132019,CY132014,CY132013,CY132021,Ohio,A/mallard/Ohio/11OS2138/2011,(N2)
1000,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132308,CY132307,CY132306,CY132301,CY132304,CY132303,CY132302,CY132305,Ohio,A/mallard/Ohio/11OS2141/2011,H3N2
1001,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132292,CY132291,CY132290,CY132285,CY132288,CY132287,CY132286,CY132289,Ohio,A/mallard/Ohio/11OS2142/2011,H3N1
1002,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132172,CY132171,CY132170,CY132165,CY132168,CY132167,CY132166,CY132169,Ohio,A/mallard/Ohio/11OS2145/2011,H10N7
1003,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132284,CY132283,CY132282,CY132277,CY132280,CY132279,CY132278,CY132281,Ohio,A/mallard/Ohio/11OS2149/2011,H2N3
1004,2011-08-15 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132300,CY132299,CY132298,CY132293,CY132296,CY132295,CY132294,CY132297,Ohio,A/mallard/Ohio/11OS2150/2011,H3N1
1005,2011-08-22 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132337,CY132336,CY132335,CY132330,CY132333,CY132332,CY132331,CY132334,Ohio,A/mallard/Ohio/11OS2153/2011,H3N8
1006,2011-08-22 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132492,CY132491,CY132490,CY132485,CY132488,CY132487,CY132486,CY132489,Ohio,A/mallard/Ohio/11OS2156/2011,H5N2
1007,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132383,CY132382,CY132381,CY132376,CY132379,CY132378,CY132377,CY132380,Ohio,A/mallard/Ohio/11OS2202/2011,H4N8
1008,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132444,CY132443,CY132442,CY132437,CY132440,CY132439,CY132438,CY132441,Ohio,A/mallard/Ohio/11OS2204/2011,H4N8
1009,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132156,CY132155,CY132154,CY132149,CY132152,CY132151,CY132150,CY132153,Ohio,A/mallard/Ohio/11OS2206/2011,H10N1
1010,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132049,CY132048,CY132046,CY132039,CY132044,CY132041,CY132040,CY132045,Ohio,A/mallard/Ohio/11OS2208/2011,(N8)
1011,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132188,CY132187,CY132186,CY132181,CY132184,CY132183,CY132182,CY132185,Ohio,A/mallard/Ohio/11OS2213/2011,H11N2
1012,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132452,CY132451,CY132450,CY132445,CY132448,CY132447,CY132446,CY132449,Ohio,A/mallard/Ohio/11OS2216/2011,H5N1
1013,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132204,CY132203,CY132202,CY132197,CY132200,CY132199,CY132198,CY132201,Ohio,A/mallard/Ohio/11OS2221/2011,H1N1
1014,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132268,CY132267,CY132266,CY132261,CY132264,CY132263,CY132262,CY132265,Ohio,A/mallard/Ohio/11OS2224/2011,H1N1
1015,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132460,CY132459,CY132458,CY132453,CY132456,CY132455,CY132454,CY132457,Ohio,A/mallard/Ohio/11OS2229/2011,H5N2
1016,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132244,CY132243,CY132242,CY132237,CY132240,CY132239,CY132238,CY132241,Ohio,A/mallard/Ohio/11OS2232/2011,H1N1
1017,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132468,CY132467,CY132466,CY132461,CY132464,CY132463,CY132462,CY132465,Ohio,A/mallard/Ohio/11OS2239/2011,H5N2
1018,2011-08-19 00:00:00,Yes,USA,IRD:Mallard/Avian,CY132500,CY132499,CY132498,CY132493,CY132496,CY132495,CY132494,CY132497,Ohio,A/mallard/Ohio/11OS2240/2011,H6N1
